"objet,""id_objet"",""id_forum"",""Date"",""Heure"",""Titre"",""Texte"",""Auteur"",""Email"",""Statut""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990135"",""01/08/2023"",""20:49"",""favorable"",""Ces deux textes traduisent la concertation entre les chasseurs et les agriculteurs selon l'accord signé au salon de l'agriculture du 1er mars."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990163"",""01/08/2023"",""21:06"",""avis favorable au décret"",""Néanmoins le gibier n&#8217";appartient a personne. En conséquence, les chasseurs n&#8217;ont pas a payer des éventuels dégâts des  gibiers qui viennent de territoires non chassés. En l&#8217;état du texte, les chasseurs sont condamnés à payer même pour les territoires non chassés. La responsabilité d'un propriétaire de forêt ou d'une association anti chasse, D'un propriétaire terrien ou d'une collectivité qui refuse la chasse est évidente. Cela n&#8217;"est pas acceptable ,mais ce n'est pas non plus à l'agriculteur de supporter les dégâts provoqués par des animaux venant de chez les voisins parce qu'ils les laissent volontairement proliférer. Dans une telle situation l'utilisation d'une cage piège me parait être la réponse appropriée. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990194"",""01/08/2023"",""21:30"",""Avis favorable"",""Les chasseurs n'ont pas à payer seuls les dégâts des grands animaux car de plus en plus de territoires ne sont pas en zones chassables et les chasseurs ne sont pas responsables des forêts de mais qui voient le jour et qui favorisent leur prolifération ."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990255"",""01/08/2023"",""22:14"",""avis favorable"",""il faut que les chasseurs et les agriculteurs marche main dans la main"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990265"",""01/08/2023"",""22:22"",""Avis favorable"",""les chasseurs ne doivent pas être les seul a payer les dégâts causé par les sangliers"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990271"",""01/08/2023"",""22:27"",""decret chasse"",""avis favorables a ces 2 decrets "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990312"",""01/08/2023"",""23:09"",""Avis favorable"",""Ce n'est pas aux chasseurs à payer tous les dégâts car il y a de plus en plus de zone de non chasse. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990335"",""01/08/2023"",""23:30"",""Avis favorable"",""Bien pour la régulation"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990369"",""02/08/2023"",""00:39"",""Avis favorable "",""Il faut que les chasseurs et les agriculteurs travaillent ensemble "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990445"",""02/08/2023"",""08:00"",""projet relatif a la reduction d'indemnisation des degats"",""favorable à la reduction d'indemnisation des dégats ,le cout moyen avec la taxe à l'hectare ,les protections est déjà bien trop élevé"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990484"",""02/08/2023"",""08:30"",""Avis favorable "",""Ce texte valide parfaitement l&#8217";"accord signé avec les agriculteurs et les chasseurs le 1 et mars dernier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990498"",""02/08/2023"",""08:43"",""AVIS FAVORABLE"",""     Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ;     Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217;appât, meilleur encadrement de l&#8217;agrainage dissuasif) ;     Ils clarifient et simplifient la procédure d&#8217;indemnisation des dégâts de grand gibier (retour à un seuil de franchise unique à 150 euros par an et par campagne cynégétique, meilleur encadrement des expertises, ajout d&#8217;une possibilité de contre-expertise, limitation du recours à la CNI notamment quand il y a unanimité en CDCFS) ;"     Ils améliorent le dialogue et suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990514"",""02/08/2023"",""08:52"",""avis favorables"",""avis favorable aux 2 décrets les chasseurs ont toujours étaient a l écoute des agriculteurs. Concernant ces dégats et avec l expérience du terrain les loups envahissent les montagnes et maintenant les grands massif boisés de plaines ils délocalisent toutes la grande faune et favorisent ainsi largement les dégats aux cultures péri urbaines Une facture de plus a mettre a leurs actifs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990538"",""02/08/2023"",""09:05"",""Avis défavorable"",""Je suis tout à fait défavorable à ce projet. Les dégâts du gros gibier sont en premier lieu occasionnés par les agrainages des chasseurs eux-mêmes, à proximité des champs cultivés.  Les animaux qui ne font pas la différence entre cet agrainage et le champ voisin, vont bien sûr, aller abîmer les cultures. On provoque donc les phénomènes destinés à toucher des indemnisations et cela n'est pas le rôle des finances publiques, alimentées par les impôts de tous. Toujours la même boucle : agriculteurs-chasseurs profitant de toutes les opportunités pour toucher des indemnisations, saccageant la nature et la bio diversité"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990551"",""02/08/2023"",""09:14"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier."",""Avis favorable. Ce texte répond à la problématique actuelle de l&#8217";"indemnisation des dégâts."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990560"",""02/08/2023"",""09:19"",""avis favorable"",""cet arrêté traduit la réalité de l'accord entre les chasseurs et le gouvernement!"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990563"",""02/08/2023"",""09:20"",""DELAMOTTE Gérard 27380- VANDRIMARE"",""jE suis tout à fait favorable a ce projet qui a le mérite de favoriser le dialogue chasseurs-agriculteurs et d'apporter plus de facilités pour le tir des sangliers notamment lors des récoltes."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990640"",""02/08/2023"",""10:13"",""Indemnisation des dégâts de grand gibier"",""Une meilleure lisibilité qui de par sa simplification réduit les délais   "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990651"",""02/08/2023"",""10:17"",""Dégâts Sangliers "",""Je suis d'accord pour participer au frais occasionné par les sangliers , mais que tout le monde participe, entre autre nos amies agriculteurs."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990663"",""02/08/2023"",""10:23"",""AVIS FAVORABLE"",""AVIS FAVORABLE  : Ces textes s'accordent entre agriculteurs et chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990664"",""02/08/2023"",""10:23"",""Avis favorable "",""Pour cette réforme qui permettrai de mieux maîtriser les populations de sanglier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990670"",""02/08/2023"",""10:25"",""Avis Favorable"",""Ces textes traduisent l&#8217";"accord signé entre les agriculteurs et les chasseurs le 1er mars dernier.  Les chasseurs ne peuvent plus supporter seuls le coût des indemnisations : extension des zones non chassées, cohabitation avec autres usagers = pratique de la chasse de + en + compliquée avec augmentation des conflits d'intérêts.  Tendre vers une meilleure acceptation sociale = effort de communication de la part du monde de la chasse mais aussi rappel de la réglementation de 'base' : quand on se balade en forêt/montagne, on est forcément chez quelqu'un.  Casser le mite de 'la nature appartient à tout le monde'!"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990722"",""02/08/2023"",""10:55"",""Avis favorable"",""Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ; Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217;appât, meilleur encadrement de l&#8217;agrainage dissuasif) ; Ils clarifient et simplifient la procédure d&#8217;indemnisation des dégâts de grand gibier (retour à un seuil de franchise unique à 150 euros par an et par campagne cynégétique, meilleur encadrement des expertises, ajout d&#8217;une possibilité de contre-expertise, limitation du recours à la CNI notamment quand il y a unanimité en CDCFS) ;" Ils améliorent le dialogue et suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990738"",""02/08/2023"",""11:03"",""Avis favorable"",""Pour le decret relatif a la reduction de l'indemnisation des degats de grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990753"",""02/08/2023"",""11:10"",""réduction des dégâts de grande faune"",""AVIS TRES DEFAVORABLE  Que les chasseurs de grande faune fassent déjà le travail dans le cadre des textes qui existent actuellement.  Ce n'est pas en rajoutant des décrets qui ne contiennent que des mesurettes, qui ne s'attaquent aucunement aux causes profondes des saccages , que les désastres agricoles et sylvicoles s'amélioreront. Les pratiques délétères des chasseurs  de grande faune (nourrissage, plans de chasse insuffisants, entretien de zones refuges à l'intérieur des territoires de chasse, consignes de chasse afin de préserver le maximum d'animaux reproducteurs, des meilleures et j'en passe)  appuyées par de puissants lobbyistes conduisent à la déroute économique et écologique de nos territoires impactées par les pratiques démesurées des marchands de chasse. Cessez de parler de boîtes à outils totalement vides, contenant uniquement des tourne vis en papier mâché écrit et ronéotypé par la Fédération nationale des chasseurs.  Cette enquête publique est une véritable caricature du monde de la chasse par la vacuité des arguments recopiés à l'infini  pour combler le déficit de l'argumentation. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990809"",""02/08/2023"",""11:42"",""avis favorable"",""si nous trouvons des accords entre agriculteurs et chasseurs, il faut les encourager et peut être aller plus loin en incitant les détenteurs de droit de chasse à rencontrer les riverains pour améliorer la protection des cultures."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990826"",""02/08/2023"",""11:49"",""Décret réduction et indemnisation des dégâts de gibier"",""Je suis favorable à ce projet de décret pour réduire les dégâts quand ils sont trop importants"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990836"",""02/08/2023"",""11:53"",""AVIS FAVORABLE"",""Les chasseurs ne peuvent pas tout supporter à eux seuls."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990847"",""02/08/2023"",""11:58"",""AVIS FAVORABLE"",""Si ça peut permettre de réduire les dégâts"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990873"",""02/08/2023"",""12:18"",""Favorable "",""Pour réduire la facture des chasseurs "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990940"",""02/08/2023"",""13:30"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","" Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""990942"",""02/08/2023"",""13:32"",""Projet 1 de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","" Favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991046"",""02/08/2023"",""14:44"",""avis favorable"",""avis favorable au décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991068"",""02/08/2023"",""14:59"",""Avis favorable "",""Je donne un avis favorable à ce projet de décret."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991087"",""02/08/2023"",""15:14"",""AVIS FAVORABLE"",""Bonjour, Je suis favorable à la mise en place de ces nouveaux outils qui aideront à la réduction des populations de sangliers et permettre d'obtenir la diminution de surface détruite conformément aux accords signés entre l'État, les syndicats agricoles et la FNC. Gilles PAJON"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991100"",""02/08/2023"",""15:26"",""Décret dégât gibier"",""Bonjour, je donne un avis favorable à ce projet "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991110"",""02/08/2023"",""15:33"",""Avis favorable à ce projet de décret"",""Les chasseurs ne peuvent pas être pris pour les responsables pour tout. Ils ne doivent pas être les seuls a indemniser les dégâts agricoles."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991138"",""02/08/2023"",""15:56"",""projet de décret relatif à la réduction et à l'indemnisation de dégâts de grand gibier"",""avis favorable au projet de décret confirmant l'accord entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991151"",""02/08/2023"",""16:04"",""Avis mitigé"",""Oui au projet de décret, mais que celui-ci soit appliqué et qu'il se traduit dans les faits, afin que la quantité des suidés et des cervidés soit réduite à un niveau raisonnable. Attention à la dérive de l'agrainage : serait-ce un nourrissage déguisé ? Trop de gros gibier empêche la régénération naturelle des forêts, ce qui est très mauvais signe, vu le dérèglement climatique, et réduit fortement les rendements agricoles. Attention également aux zones de non-chasse qui sont des refuges qui permettent à ce gibier de se reproduire et de proliférer en toute quiétude. Les battues administratives contribuent à l'effort de réduction du trop-plein, mais sont-elles très efficaces ? Côté chasseurs ce serait moins et mieux, moins de gibier chétif et maladif, mais du gibier de bonne qualité. Le lynx (très farouche) serait un bon auxiliaire de régulation , mieux que le loup, lequel fait également des dégâts au bétail (ovins, caprins, voire bovins et équidés). "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991159"",""02/08/2023"",""16:09"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Avis favorable le 2 août 2023 à 16h08"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991180"",""02/08/2023"",""16:22"",""Avis favorable"",""Une régulation plus efficiente du grand gibier limitera de fait les montants de remboursements des dégats supportés par les seuls chasseurs. Des tours de table ont permis d'obtenir des ententes entre les parties prenantes, aussi mettons en oeuvre les décisions et contrôlons efficacement les effets de cette nouvelle gestion."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991188"",""02/08/2023"",""16:27"",""Défavorable car catastrophique pour la forêt et l'agriculture"",""Je suis président de 'chasse responsable' depuis 40 ans, technicien forestier pour l&#8217";"État et propriétaire forestier depuis 5 générations. Je suis triplement concerné et triplement consterné. Les populations de sangliers et les populations de cerfs sont TOTALEMENT artificielles et entretenues par une certaine catégorie de chasseurs : les 'flingueurs'. Ceux-ci, à l'inverse des 'gestionnaires responsable', veulent tirer un maximum de bêtes et récolter les plus beaux trophées.  Ce sont souvent des touristes ayant des moyens financiers importants, sans aucune attache avec la région qu'ils ne fréquentent que pour la chasse. Ces populations de cerfs et sangliers artificielles sont une catastrophe (de plus) pour la nature, la biodiversité et l'agriculture. Nos forêts ont du mal à se régénérer car les sangliers ravagent les glandées et tous les autres fruits de la forêt. Les cerfs consomment les semis et écorcent les jeunes arbres qui meurent rapidement. Dans l'agriculture, les dégâts ne sont plus à démontrer. Rappelons-nous d'une grande différence : la chasse n'est qu'un loisir comme le golf ou la pétanque, le bois et l'agriculture sont des filières stratégiques pour notre pays. Arbitrer en faveur d'un loisir au détriment de deux filières employant des milliers de citoyens (400.000 pour la filière bois, 670.000 pour la filière agricole) serait une énorme erreur politique et économique."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991223"",""02/08/2023"",""16:50"",""Avis favorable"",""Très bien d'avoir mis 150&#8364";" de franchise !"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991251"",""02/08/2023"",""17:14"",""Avis favorable "",""La pire des choses est de ne pas s'adapter et de rester coincé dans des solutions qui sont désormais insuffisantes "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991257"",""02/08/2023"",""17:17"",""Avis favorable "",""Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217";appât, meilleur encadrement de l&#8217;"agrainage dissuasif)"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991283"",""02/08/2023"",""17:32"",""Reduction des dégâts de grand gibier"",""AVIS TRES DEFAVORABLE  Monsieur le PRESIDENT  DE CHASSE RESPONSABLE, vous avez tout dit dans votre contribution de 16h27. La réalité du désastre et de ses causes sont bien celles que vous décrivez si précisément et qui sont vécues dans beaucoup de régions forestières de France. C'est pour cela que je recopie intégralement votre contribution";  Lorsque la FNC aura compris toutes les pratiques délétères d'une partie de ses adhérents, tout ira beaucoup mieux . Ce n'est pas ce décret, pour lequel les contributions sont  artificiellement ronéotypées sous la pression de la FNC relayée par les FDC , qui réglera l'immense défi de l'explosion de la grande faune artificiellement entretenue à des fins de loisirs. Il faudra bien choisir entre la promotion de la chasse loisir et la défense des économies agricoles et sylvicoles ainsi que de la protection de la biodiversité floristique de nos forêts.   Défavorable car catastrophique pour la forêt et l&#8217;agriculture, le 2 août 2023 à 16h27 Je suis président de 'chasse responsable' depuis 40 ans, technicien forestier pour l&#8217;État et propriétaire forestier depuis 5 générations. Je suis triplement concerné et triplement consterné. Les populations de sangliers et les populations de cerfs sont TOTALEMENT artificielles et entretenues par une certaine catégorie de chasseurs : les 'flingueurs'. Ceux-ci, à l&#8217;inverse des 'gestionnaires responsable', veulent tirer un maximum de bêtes et récolter les plus beaux trophées. Ce sont souvent des touristes ayant des moyens financiers importants, sans aucune attache avec la région qu&#8217;ils ne fréquentent que pour la chasse. Ces populations de cerfs et sangliers artificielles sont une catastrophe (de plus) pour la nature, la biodiversité et l&#8217;agriculture. Nos forêts ont du mal à se régénérer car les sangliers ravagent les glandées et tous les autres fruits de la forêt. Les cerfs consomment les semis et écorcent les jeunes arbres qui meurent rapidement. Dans l&#8217;agriculture, les dégâts ne sont plus à démontrer. Rappelons-nous d&#8217;une grande différence : la chasse n&#8217;est qu&#8217;un loisir comme le golf ou la pétanque, le bois et l&#8217;agriculture sont des filières stratégiques pour notre pays. Arbitrer en faveur d&#8217;"un loisir au détriment de deux filières employant des milliers de citoyens (400.000 pour la filière bois, 670.000 pour la filière agricole) serait une énorme erreur politique et économique."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991290"",""02/08/2023"",""17:35"",""Projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier "",""Avis favorable Une régulation intelligente peut permettre de limiter les dégâts et peut donc réduire le montant des indemnisations. Très important, également, l'entente entre les agriculteurs et les chasseurs, le monde rural s'en portera mieux."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991320"",""02/08/2023"",""17:57"",""Chevrotine trop dangereuses"",""Bonjour, De nombreuses études démontrent que les chevrotine ricochet sur des éléments durs et le sol. Elles représentent une munition dangereuse dans le cadre de la chasse en battue pour tous les participants. Le législateur pourra être tenu comme responsable en cas d'accident provoquée par cette munition. Les départements où cette munition est autorisée n'ont pas pour autant réglé le problème de l'espèce sanglier. Cordialement "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991337"",""02/08/2023"",""18:10"",""Avis favorable"",""Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances. Ils clarifient et simplifient la procédure d&#8217";"indemnisation des dégâts de grand gibier. Ils améliorent le dialogue et le suivi des dégâts."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991369"",""02/08/2023"",""18:35"",""Avis favorable "",""Je suis favorable à  l'application de ces nouvelles propositions. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991372"",""02/08/2023"",""18:37"",""Avis favorable "",""D&#8217";"accord pour la boîte à gestion "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991374"",""02/08/2023"",""18:37"",""Avis favorable"",""Toutes les mesures contribuant à réduire les dégâts de gibier sont de nature à satisfaire les professionnels qui subissent ces dégâts d'une part, et à soulager les Chasseurs qui supportent l'indemnisation de ces dégâts d'autre part."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991381"",""02/08/2023"",""18:40"",""Favorable"",""Les mesures cités me semblent concrètes."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991383"",""02/08/2023"",""18:41"",""Défavorable "",""Juste pour contredire la fédération départementale de l'isere qui nous a envoyé par mel de répondre favorable en joignant les éléments de langage â copier coller Honte à eux qui nous prennent pour des perdreaux de 3 semaines Ma maxime à leur encontre ' moi la chasse c'est une passion, vous votre casse croûte "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991387"",""02/08/2023"",""18:46"",""réduction du sanglier"",""Chez nous le tir du sanglier est une véritable bouteille a encre qui est rendu presque impossible pour un  particulier après la FDC vient dire il faut réduire le sanglier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991393"",""02/08/2023"",""18:47"",""avis defavorable"",""pour l'interdiction de la chevrotine qui blesse plus qu'elle ne tue suivant toutes les études balistiques.il faut interdir le nourrissage des sangliers qui fait augmenter les populations et par consequent les degats.La majorité des sociétes de chasse impose des restrictions de tir  sur le sanglier afin de preserver les poulations ou de l'augmenter chose a bannir complétement afin de ramener la densité de sanglier à un seuil normal"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991397"",""02/08/2023"",""18:51"",""Favorable mais attention pour la chevrotine"",""je suis d'accord pour les principaux points de ce décret, mais généraliser la chevrotine me semble un point à encadrer sérieusement, car cette munition a créé des accidents dans le passé. Chaque département devra réglementer cet usage en fonction du terrain et des circonstances de tir."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
